blob,node_from,node_to,support_hybrid,cluster_num,cluster
1,16,12,0.14,"4,5","D,E"
1,15,11,0.17,"2,3","B,C"
1,10,13,0.03,1,A
1,17,6,0.2,6,F
1,14,9,0.06,"7,8","G,H"
